Compound Number,GroupID,GroupMembers,row ID,row m/z,row retention time,Dta-ap,Dbh-w,Dax-tl,Dgr-ap,Dfe-w,Dgem-w,Dgi-w,Dac-tl,Dyu-w,Dau-tl,Dre-tl,Dpa-tl,Dpe-w,Dat-ls,Dki-w,Dho-w,Dde-w,Dod-fr,Dod-b,Dod-l,Dod-r,Dod-s,Dje-fr,Dje-ft,Dge-fr,Dps-fr,Dps-ft,Dpo-fr,Dpo-l,Dpo-s,Wdo-w,Wla-w,Wsc-w,Wpi-w,Wli-w,Wpa-w,Win-l,Win-s,Wca-w,Wal-w,Wli-ap,Wli-r,Wst-w,Wnu-w,Wlu-w,Wmi-tl,Wde-w,Wtr,Ega-w,Eal-w,Ech-ft,Ech-b,Ech-l,Ech-s,Ech-fr,Sch-r,D Score,MD Score,type,elemental composition,identification,same composition,adduct ion,same peak,IHD,A part,B part,C part,C-12,C-18,olefinic position,M part,Sub No.,Sub Carbon,Sub_An,Acyl part,Correct Acyl part,A_id,B_id,C_id,M_id,R1_id,R2_id,R3_id,R4_id,R5_id,R6_id,R7_id,R8_id,Aglycone Type,Annotation SMILES,Annotation ID,Annotation Formula,Annotation MW,Top K,confidence score,Confidence Level
432,330,[1763],1763,621.2693,8.8,11000000,12700000,2131197.439,775337.1536,1756929.014,469120.7966,0,244177.5389,10400000,0,5533649.342,24200000,0,0,0,0,6954018.707,0,0,0,0,0,0,0,2099108.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,D,C35H40O10,possibly known,tanguticanine A,[M+H]+,none,16,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,3,"C2,C11",C2*2+C11*1,"benzoyl(0.24),coumaroyl(0.02),feruloyl(0.27),octadienoyl(3.60)",acyl,A1,B1,C2,none,R1,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00008045,C22H28O9,436.457,Top1,1,Low Confidence
433,358,[2478],2478,897.3328,8.8,0,0,0,0,0,0,663968.1548,0,0,0,1141816.595,0,0,0,0,0,0,552643.208,1234676.184,319820.3589,378734.7844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,D,C49H52O16,possibly undescribed,none,[M+H]+,none,24,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,3,"C7,C11",C7*1+C11*2,decadienoyl(0.26),benzoyl,A1,B1,C2,none,R92,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00008136,C27H30O9,498.528,Top1,1,Low Confidence
434,380,[4701],4701,471.2742,8.8,0,0,0,0,0,0,0,0,0,727358.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1667174.734,9495937.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691565.2375,0,6,0,D,C28H38O6,possibly undescribed,none,[M+H]+,none,10,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,0,others,,octatrienoyl(0.03),none,A1,B1,C2,none,none,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000006,C21H26O8,406.431,Top1,1,Low Confidence
435,463,"[4021,4026]",4021,361.1639,8.8,0,0,0,0,0,0,0,0,0,0,0,0,399532.5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4804703.843,3024966.353,0,0,0,0,0,0,0,465708.3767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648644.3671,11,0,D,C20H24O6,possibly undescribed,none,[M+H]+,"4021, 4026",9,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-triol",no C-12,no C-18,others,others,1,C0,C0*1,6-7-epoxy-2-4-undecadienoyl(0.02),none,A1,B1,C3,none,none,none,none,,,,,,A1B1C3,OCC12OC1C1C(O)C(O)(C(=C)C)CC(C)C1(O)C1C=C(C)C(=O)C1(O)C2O,PD00000011,C20H28O8,396.436,Top1,1,Low Confidence
436,550,[64],64,589.2427,8.8,8552750.264,0,0,14700000,0,0,0,0,0,4408618.444,0,18800000,0,0,0,1012667.304,3683774.349,0,0,0,0,0,0,11700000,1094980.917,0,8543794.157,0,0,0,0,5454763.037,5245760.984,0,6081442.354,0,0,0,0,0,15400000,4805281.9,0,0,1714062.55,0,27200000,0,0,0,0,0,0,0,0,0,18,0,D,C34H36O9,possibly undescribed,none,[M+H]+,none,17,"1,2-en-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,2,C7,C7*2,"benzoyl(0.21),feruloyl(0.12),benzoyl(1.60)","benzoyl,benzoyl",A3,B1,C1,none,R92,R92,none,,,,,,A3B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(OC(=O)c7ccccc7)C1(O)C2O,PD00017966,C34H36O9,588.653,Top1,1,High Confidence
437,568,[3917],3917,531.2949,8.8,0,0,0,0,0,0,0,0,0,0,0,319277.4264,1193133.275,0,0,0,560083.2478,0,0,0,0,0,0,0,0,0,0,0,1128472.651,2007498.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,D,C30H42O8,possibly undescribed,none,[M+H]+,none,10,"1,2-en-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C10,C10*1,decadienoyl(0.13),decadienoyl,A3,B1,C1,none,R37,none,none,,,,,,A3B1C1,OCC12OC1C1C3OC4(C=CC=CCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(O)C1(O)C2O,PD00007793,C30H42O8,530.658,Top1,1,High Confidence
438,592,[2],2,591.2585,8.8,68200000,4709378.087,254145.55,19300000,14700000,2811561.067,17700000,25100000,5619185.514,6663405.105,14000000,62100000,2251164.148,8248956.521,0,2077287.573,3250893.578,0,0,674910.2854,8809729.914,1687891.885,0,576000000,0,0,2440000000,0,0,0,6439611.312,26000000,208000000,306576.1302,325000000,5927013.087,0,0,1807985.442,909993.9112,1180000000,452000000,8154871.524,0,39000000,0,396000000,0,672670.2882,0,0,0,0,0,2052768.167,0,20,0,D,C34H38O9,possibly known,(DA08)std_genkwanine M,[M+H]+,none,16,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,2,C7,C7*2,"benzoyl(1.99),feruloyl(1.92),benzoyl(34.00)","benzoyl,benzoyl",A4,B1,C1,none,R92,R92,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(OC(=O)c7ccccc7)C1(O)C2O,PD00022622,C34H38O9,590.669,Top3,0.914,High Confidence
439,31,[3],3,657.2678,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97400000,0,0,118000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,D,C38H40O10,possibly known,onishibarin A,[M+H]+,none,19,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,2,"C7,C11",C7*1+C11*1,"benzoyl(1.34),feruloyl(0.94),5-pheny-2-4-pentadienoyl(60.00)","benzoyl,5-pheny-2-4-pentadienoyl",A1,B1,C1,none,R92,R96,none,,,,,,A1B1C1,c7ccccc7C=CC=CC(=O)OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00269394,C38H38O9,638.713,Top3,0.943,Low Confidence
440,193,[4034],4034,601.3371,8.9,0,0,0,0,0,0,0,0,0,0,0,0,258613.3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2172818.493,3105664.798,0,0,0,0,0,0,1612053.487,4950006.503,0,0,0,0,0,0,0,0,0,0,0,9021427.386,2198152.317,0,0,0,666584.7248,0,8,0,D,C34H48O9,possibly undescribed,none,[M+H]+,none,11,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C14,C14*1,tetradecatrienoyl(0.03),tetradecatrienoyl,A1,B1,C1,none,R52,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4(C=CC=CC=CCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007616,C34H46O8,582.734,Top1,1,Low Confidence
441,326,[1257],1257,665.2953,8.9,216312.8221,0,0,0,0,0,1266177.064,1762911.611,0,0,672145.8488,0,0,0,0,0,0,0,1776129.769,0,1489263.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,D,C37H44O11,possibly known,tanguticanine B,[M+H]+,none,16,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,"C7,C10",C10*1+C7*1,benzoyl(0.21),"benzoyl,benzoyl",A1,B1,C2,none,R92,R92,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(OC(=O)c7ccccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129710,C34H34O10,602.636,Top1,1,Low Confidence
442,361,[2864],2864,679.2746,8.9,0,0,193777.2112,0,0,0,0,0,0,0,0,0,0,0,0,0,2909058.075,0,1109774.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,D,C37H42O12,possibly undescribed,none,[M+H]+,none,17,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,"C7,C10",C10*1+C7*1,"benzoyl(0.05),feruloyl(0.03),benzoyl(0.31)","feruloyl,benzoyl",A1,B1,C2,none,R95,R92,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)C(OC(=O)C=Cc7c(OC)c(O)ccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00129713,C37H38O12,674.699,Top1,1,Low Confidence
443,643,[6276],6276,607.2532,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4220286.389,0,7869320.874,0,0,0,0,0,8313701.008,7776741.21,0,0,1141180.724,0,14400000,0,0,0,0,0,0,0,0,0,17,0,D,C34H38O10,possibly undescribed,none,[M+H]+,none,16,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,2,C7,C7*2,"benzoyl(0.04),feruloyl(0.03),benzoyl(0.47)","benzoyl,benzoyl",A4,B1,C1,none,R92,R92,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(OC(=O)c7ccccc7)C1(O)C2O,PD00022622,C34H38O9,590.669,Top1,1,Low Confidence
444,778,[10809],10809,605.3674,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8837992.981,1046171.587,0,0,0,3855241.301,0,7,12,MD,C34H52O9,possibly undescribed,none,[M+H]+,none,9,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C10 ring with no substituent,2,C2,C2*2,others,"acyl,acyl",A6,B1,C1,M2,R1,R1,none,none,none,none,none,none,A6B1C1M2,,,,0,Top4,0.294,Low Confidence
445,792,[9302],9302,619.3475,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368007.1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149670.338,0,16000000,0,0,0,4058680.441,0,0,7,MD,C34H50O10,possibly undescribed,none,[M+H]+,none,10,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C14 ring with an olenfinic,0,others,,others,none,A6,B1,C1,M7,none,none,none,none,none,none,none,none,A6B1C1M7,OCC12OC1C1C3OC45CCCC=CCCCCC(CCC)C6C(C)C(=O)C(O)(C2O)C6C1(O4)C(C)CC3(C(=C)C)O5,PD01121477,C34H50O8,586.766,Top2,0.467,Low Confidence
446,48,[295],295,549.3058,9,0,0,0,0,0,0,0,0,0,0,1435428.855,0,1155149.638,0,0,0,0,0,0,0,0,0,0,1251383.366,0,0,2872094.868,0,803050.9631,1920158.704,0,0,0,0,0,0,372046.2837,7769542.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,D,C30H44O9,possibly undescribed,none,[M+H]+,none,9,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C10,C10*1,"decanoyl(0.20),octadienoyl(0.08),4-oxo-2-octenoyl(0.08)",decanoyl,A1,B1,C1,none,R9,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4(CCCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007573,C30H44O8,532.674,Top2,0.302,Low Confidence
447,77,[1056],1056,587.2851,9,6486681.607,1270385.503,0,0,2036869.089,0,2220836.342,6176894.941,0,0,0,38100000,0,3230468.783,0,0,7342344.903,0,3204300.159,0,8109501.452,0,0,0,4041853.505,0,0,0,182000000,290000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8577615.205,0,0,0,0,0,52300000,0,0,1551284.06,0,3057208.867,20,0,D,C32H42O10,possibly known,"yuanhuadine (yuanhuadin, synaptolepis factor K4), isoyuanhuadine (isoyuanhuadin), yuanhuamine A, tianchaterpene D",[M+H]+,none,12,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C12,C12*1,"acyl(1.03),decadienoyl(58.00)",none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top3,0.92,Low Confidence
448,123,[2085],2085,529.2796,9,849538.4278,1255695.644,0,0,0,0,0,0,0,0,2467353.041,0,2445861.376,0,0,0,0,0,0,0,0,0,0,0,1957195.028,0,0,0,3773403.849,14400000,0,0,0,0,0,0,0,345308.1384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,D,C30H40O8,possibly undescribed,(DA03)std_excoecariatoxin isomer,[M+H]+,none,11,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C10,C10*1,hexadienoyl(0.08),none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top1,1,Low Confidence
449,154,[3123],3123,529.2795,9,0,337028.5097,0,0,0,0,0,0,0,0,258473.5988,202557.8225,8679729.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784158.402,370923.195,0,0,0,0,183196.3893,0,0,1981007.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,D,C30H40O8,possibly undescribed,(DA03)std_excoecariatoxin isomer,[M+H]+,none,11,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,"2,4-olefinic",others,1,C10,C10*1,hexadienoyl(0.04),none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top1,1,Low Confidence
450,205,[4603],4603,313.1796,9,0,0,0,0,0,3339063.591,0,0,0,2051222.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,D,C20H24O3,possibly undescribed,none,[M+H]+,none,9,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C0,C0*1,"8-9-epoxy-2-4-6-decatrienoyl(0.02),octadecatrienoyl(0.01)",none,A1,B1,C1,none,none,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000001,C21H26O8,406.431,Top1,1,Low Confidence
451,383,[4884],4884,459.2739,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4749849.011,13600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,D,C27H38O6,possibly undescribed,none,[M+H]+,none,9,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,1,C7,C7*1,"benzoyl(0.03),decanoyl(0.20),heptanoyl(0.82)",heptanoyl,A1,B1,C2,none,R6,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(CCCCCC)OC3(C(=C)C)C(O)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00008050,C27H38O9,506.592,Top1,1,Low Confidence
452,393,[5221],5221,707.3048,9,0,0,0,0,0,0,0,0,0,0,0,2544127.464,0,0,0,0,0,593101.5805,1730634.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,D,C39H46O12,possibly undescribed,none,[M+H]+,none,17,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,"2,4-olefinic",others,2,"C9,C10",C9*1+C10*1,hexadienoyl(0.10),none,A1,B1,C2,none,none,none,none,,,,,,A1B1C2,OCC12OC1C1C3OC4OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00000006,C21H26O8,406.431,Top1,1,Low Confidence
453,495,[5004],5004,487.2688,9,0,0,0,0,0,0,0,0,0,0,0,488222.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218347.9697,3221275.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,D,C28H38O7,possibly undescribed,none,[M+H]+,none,10,"1,2-en-3-one","5-ol-6,7-ene","9,13,14-orthoester",with C-12,no C-18,others,others,0,others,,octanoyl(0.04),none,A1,B3,C2,none,none,none,none,,,,,,A1B3C2,OCC1=CC2C3OC4OC3(C(=C)C)CC(C)C2(O4)C2C=C(C)C(=O)C2(O)C1O,PD00000046,C21H26O7,390.432,Top2,0.952,Low Confidence
454,603,[688],688,635.2849,9,4511603.585,0,0,1895332.372,0,0,2387765.138,1403186.025,0,0,894968.5505,0,0,0,0,0,0,0,0,0,2235131.388,0,0,0,0,0,10100000,0,0,0,0,0,376107.83,0,195663.1189,0,0,0,0,0,2494497.07,0,0,0,2458552.057,0,0,0,0,0,0,0,0,0,0,0,19,0,D,C36H42O10,possibly undescribed,none,[M+H]+,none,16,"1,2-dihydro-3-ol","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,2,"C7,C9",C9*1+C7*1,"cinnamoyl(0.57),cinnamoyl(3.00)","benzoyl,cinnamoyl",A4,B1,C1,none,R92,R93,none,,,,,,A4B1C1,OCC12OC1C1C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C1(O4)C1CC(C)C(OC(=O)C=Cc7ccccc7)C1(O)C2O,PD00022623,C36H40O9,616.707,Top1,1,Low Confidence
455,711,[2482],2482,663.2797,9,0,0,0,879202.6159,0,0,628990.7065,0,0,0,1170330.716,173527.1457,0,0,0,0,0,0,0,0,2215332.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,D,C37H42O11,possibly known,"acutilobin B, acutilobin A, daphnexyane A",[M+H]+,none,17,"1,2-dihydro-3-ol","5-ol-6,7-ene","9,13,14-orthoester",no C-12,no C-18,others,others,2,"C7,C10",C10*1+C7*1,benzoyl(0.12),"benzoyl,benzoyl",A4,B3,C1,none,R92,R92,none,,,,,,A4B3C1,OCC1=CC2C3OC4(c6ccccc6)OC3(C(=C)C)CC(C)C2(O4)C2CC(C)C(OC(=O)c7ccccc7)C2(O)C1O,PD00059870,C34H38O8,574.67,Top1,1,Low Confidence
456,725,"[20,112]",20,970.4214,9,0,0,0,4225507.416,0,0,0,0,0,0,0,5488395.887,0,0,0,0,1440324.583,0,0,0,12700000,0,0,19200000,0,0,8248074.505,0,0,0,0,0,0,0,0,0,0,514577.1618,0,0,0,0,0,0,0,0,0,6310115.849,0,0,0,0,0,0,0,0,15,22,MD,C53H63O16N1,possibly known,(DA56)std_daphneodorin A,[M+NH4]+,"112, 20",23,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C9 ring with no substituent,5,"C2,C4,C7",C2*1+C7*2+C4*2,"acyl(0.24),benzoyl(0.36),benzoyl(1.40)","acyl,benzoyl,benzoyl,isobutyryl,isobutyryl",A6,B1,C1,M1,R1,R92,R92,R3,R3,none,none,none,A6B1C1M1,,,,0,Top4,0.951,Low Confidence
457,735,[715],715,737.3517,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4720133.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046585.371,0,0,0,0,0,0,13,14,MD,C41H52O12,possibly undescribed,none,[M+H]+,none,16,1-alkyl-3-one,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C9 ring with no substituent,4,"C2,C4",C2*2+C4*2,"acyl(0.03),cinnamoyl(0.89)","acyl,acyl,isobutyryl,isobutyryl",A6,B1,C1,M1,R1,R1,R3,R3,none,none,none,none,A6B1C1M1,,,,0,Top2,0.95,Low Confidence
458,812,[848],848,655.3471,9,276694.2865,0,0,203813.348,0,0,0,0,0,0,240951.525,1520209.667,289686.9407,0,0,571331.0003,304805.9593,0,0,0,0,0,0,0,0,0,305302.3836,0,0,0,0,0,2716596.477,0,944499.276,0,0,16200000,0,0,4159624.723,2075173.173,11200000,0,3326132.679,0,11200000,0,0,0,0,0,0,0,0,204440.8969,10,15,MD,C37H50O10,possibly undescribed,none,[M+H]+,none,13,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C9 ring with no substituent,2,C4,C4*2,"benzoyl(0.10),benzoyl(0.45)","isobutyryl,isobutyryl",A8,B1,C1,M1,R3,R3,none,none,none,none,none,none,A8B1C1M1,,,,0,Top1,1,Low Confidence
459,820,[8156],8156,793.379,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3318578.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3122967.03,0,13,MD,C44H56O13,possibly undescribed,none,[M+H]+,none,17,1-alkyl-3-ol,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C9 ring with no substituent,3,C5,C5*3,"benzoyl(0.06),benzoyl(0.15)","2-methylbutyryl,2-methylbutyryl,2-methylbutyryl",A8,B1,C1,M1,R4,R4,R4,none,none,none,none,none,A8B1C1M1,,,,0,Top1,1,Low Confidence
460,15,"[3519,3527]",3519,547.2901,9.1,0,0,0,0,0,0,0,0,0,0,0,0,404000000,0,0,1418718.358,0,0,0,0,0,0,0,0,0,0,0,0,217000000,345000000,0,195087.6697,0,0,3238331.038,289897.0714,7061427.013,43300000,0,0,0,0,0,926370.0299,0,0,0,0,0,0,0,0,0,0,0,29200000,0,14,MD,C30H42O9,possibly known,(DA32)std_pimelotide A,[M+H]+,"3519, 3527",10,bicyclo [2.2.1] heptane ring,"5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,C10 ring with no substituent,0,others,,others,none,A11,B1,C1,M2,none,none,none,none,none,none,none,none,A11B1C1M2,OCC12OC1C1C3OC45CCCCCCCC(C)C6C(C7(OC6(C)OC7=O)C2O)C1(O4)C(C)CC3(C(=C)C)O5,PD01122534,C30H42O9,546.657,Top1,1,High Confidence
461,250,"[8188,10934]",8188,617.3683,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1695877.917,12,0,D,C35H52O9,possibly known,wikstroelide N,[M+H]+,"10934, 8188",10,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",no C-12,no C-18,others,others,1,C15,C15*1,"pentadecadienoyl(0.19),4-oxo-2-pentadecenoyl(0.19)",pentadecadienoyl,A1,B1,C1,none,R42,none,none,,,,,,A1B1C1,OCC12OC1C1C3OC4(C=CC=CCCCCCCCCCC)OC3(C(=C)C)CC(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00007606,C35H50O8,598.777,Top2,0.882,Low Confidence
462,336,[1996],1996,633.2695,9.1,2704227.433,1364131.547,0,0,0,0,1617010.454,0,972322.4088,0,5249566.833,5185944.067,0,0,0,0,249675.1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,D,C36H40O10,possibly undescribed,none,[M+H]+,none,17,"1,2-en-3-one","5-ol-6,7-epoxy","9,13,14-orthoester",with C-12,no C-18,others,others,2,"C7,C9",C9*1+C7*1,"benzoyl(0.03),feruloyl(0.01),nonatrienoyl(1.70)","benzoyl,nonatrienoyl",A1,B1,C2,none,R92,R47,none,,,,,,A1B1C2,OCC12OC1C1C3OC4(C=CC=CC=CCC)OC3(C(=C)C)C(OC(=O)c7ccccc7)C(C)C1(O4)C1C=C(C)C(=O)C1(O)C2O,PD00128495,C36H40O10,632.706,Top1,1,High Confidence
