row ID,row m/z,row retention time,Dta-ap Peak area,Dbh-w Peak area,Dax-tl Peak area,Dgr-ap Peak area,Dfe-w Peak area,Dgem-w Peak area,Dgi-w Peak area,Dac-tl Peak area,Dyu-w Peak area,Dau-tl Peak area,Dre-tl Peak area,Dpa-tl Peak area,Dpe-w Peak area,Dat-ls Peak area,Dki-w Peak area,Dho-w Peak area,Dde-w Peak area,Dod-fr Peak area,Dod-b Peak area,Dod-l Peak area,Dod-r Peak area,Dod-s Peak area,Dje-fr Peak area,Dje-ft Peak area,Dge-fr Peak area,Dps-fr Peak area,Dps-ft Peak area,Dpo-fr Peak area,Dpo-l Peak area,Dpo-s Peak area,Wdo-w Peak area,Wla-w Peak area,Wsc-w Peak area,Wpi-w Peak area,Wli-w Peak area,Wpa-w Peak area,Win-l Peak area,Win-s Peak area,Wca-w Peak area,Wal-w Peak area,Wli-ap Peak area,Wli-r Peak area,Wst-w Peak area,Wnu-w Peak area,Wlu-w Peak area,Wmi-tl Peak area,Wde-w Peak area,Wtr Peak area,Ega-w Peak area,Eal-w Peak area,Ech-ft Peak area,Ech-b Peak area,Ech-l Peak area,Ech-s Peak area,Ech-fr Peak area,Sch-r Peak area
4596,516.3681641,11.712167,0,0,0,0,0,0,0,0,0,5088492.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4597,507.3086853,11.444057,0,0,0,0,0,0,0,0,0,3871518.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4598,502.3162308,9.09840255,0,0,0,0,0,0,0,0,0,2140145.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657365.7156,0,0,0,0,0,0,0,0,0,0,0
4599,534.3416138,6.7284579,0,0,0,0,0,0,0,0,0,3717363.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4600,474.3956095,14.94577567,0,0,0,0,0,0,0,0,0,3757830.372,0,3454109.181,0,1435426.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6304626.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207704.8092,3604054.647
4601,331.0806236,2.061032792,0,0,0,0,0,0,0,0,0,1456422.976,0,0,0,1273180.767,0,0,0,0,0,0,0,0,2273705.373,0,0,1470940.877,0,0,0,0,166676.9159,0,168803.7109,0,0,0,0,282630.2279,217352.1868,1087590.072,0,1277315.683,0,6700205.442,0,698199.4752,0,0,0,0,0,0,0,0,0,0
4602,671.1962357,2.216235625,0,0,0,0,0,0,0,0,0,2446656.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179084.9297,751084.6915,0,0,0,0,0,0,0,138491.3925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4603,313.1796417,8.95638305,0,0,0,0,0,3339063.591,0,0,0,2051222.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4604,313.179657,6.6228737,0,0,0,0,0,0,0,0,0,1537873.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4605,516.2971802,5.5471284,0,0,0,0,0,0,0,0,0,2823461.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4606,507.3082581,8.842979,0,0,0,0,0,0,0,0,0,1.22E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4607,511.2693329,7.479569767,0,0,0,0,0,0,0,0,0,9429923.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657174.9647,170149.0819,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4608,658.322113,2.2338388,0,0,0,0,0,0,0,0,0,1507768.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4609,657.3760986,13.738444,0,0,0,0,0,0,0,0,0,4444512.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4610,553.2783203,4.0587317,0,0,0,0,0,0,0,0,0,2445383.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4611,437.2687225,8.0928539,0,0,0,0,0,0,0,0,0,2252460.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,514.3169454,3.063856867,0,0,0,0,0,0,0,0,0,1259318.673,0,0,0,0,0,1490245.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1850686.419,0,0,0,0,0,0,0,0,0,0,0
4613,537.2844238,6.43389065,0,0,0,0,0,0,0,0,0,1632089.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200257.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4614,500.3377991,12.442489,0,0,0,0,0,0,0,0,0,1518581.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615,303.1566772,4.1504409,0,0,0,0,0,0,0,0,0,1400651.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4616,685.357666,12.06040325,0,0,0,0,0,0,0,0,0,1665845.297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6700470.772,0,0,0,0,0,4679056.299,0,0,1.11E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4617,345.0968628,3.763384833,0,0,0,0,0,0,0,0,0,1693038.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1421226.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710203.8826,0,0,0,0,0,0,0,0,0,0
4618,417.3683099,12.99502017,0,0,0,4941192.016,0,6267989.401,0,0,0,3040018.612,3605198.623,0,0,4714841.761,0,0,0,0,0,0,3373368.219,1366262.838,1368303.522,0,0,0,0,2288789.616,3946815.583,2671445.16,722780.0957,0,0,0,0,0,3156592.603,0,0,0,0,0,0,0,0,0,0,0,0,0,2976457.359,3252653.706,365657.2611,2298600.151,2421231.427,0
4619,457.2947998,12.57719,0,0,0,0,0,0,0,0,0,1248850.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4620,439.2841034,7.72952155,0,0,0,0,0,0,0,0,0,1759168.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1499203.944,0,0,0,0,0,0,0
4621,753.4664001,2.2642986,0,0,0,0,0,0,0,0,0,1638387.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4622,537.2840271,8.5786572,0,0,0,0,0,0,0,0,0,850585.8287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4623,337.2731667,10.45102138,0,0,0,9915072.862,0,731510.2738,0,0,0,1782148.167,1334165.167,663889.1831,0,468247.4147,0,0,0,0,0,0,0,224456.2361,0,0,0,0,0,0,0,0,157375.6396,178763.1742,0,0,209827.9055,558695.7972,0,0,549051.8691,227564.0774,447624.8221,0,0,0,0,0,296680.0647,0,0,0,0,0,0,1319628.186,0,0
4624,514.3534241,9.4499015,0,0,0,0,0,0,0,0,0,2873219.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4625,535.2672119,10.530806,0,0,0,0,0,0,0,0,0,1438247.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4626,737.4793872,11.95373496,0,0,0,1.81E+07,0,1.01E+07,0,0,0,6823851.674,1.59E+07,1.85E+07,0,1.34E+07,0,0,0,0,0,0,0,2567293.755,7522808.677,0,0,6877537.363,0,1073324.422,0,0,2.21E+07,1.64E+07,1.07E+07,1.07E+07,2.30E+07,0,0,9234528.11,0,2.32E+07,2.32E+07,1.55E+07,7566129.815,6648587.502,0,0,3988173.142,0,0,0,0,2483231.839,0,0,2851656.622,650259.0184
4627,688.333252,3.2071588,0,0,0,0,0,0,0,0,0,1116556.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4628,580.4576111,14.906109,0,0,0,0,0,0,0,0,0,3039648.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413351.3955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623604.2136,0,0,6467687.764,0
4629,557.1443787,1.59604986,0,0,0,0,0,0,0,0,0,1137946.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563694.469,147943.2726,1.02E+07,919317.1326,0,0,0,0,0,0,0,713227.031,7136339.114,0,400334.2807,0,183223.5824,0,355913.5425,0,0,0,0,0,0,0,0
4630,315.1357117,3.9673577,0,0,0,0,0,0,0,0,0,1196736.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4631,553.255249,8.1640269,0,0,0,0,0,0,0,0,0,2116519.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,713.5345052,14.48361633,0,0,0,0,0,0,0,0,0,4769791.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55E+07,0,0,484971.744,0,0
4633,639.1696777,1.95839015,0,0,0,0,0,0,0,0,0,659811.851,0,0,0,0,0,0,0,0,313474.4154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4634,745.3197174,8.7879759,0,0,0,0,0,0,0,0,0,1276745.575,0,0,0,212993.9614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56E+07,0,0,5003054.042,0,177910.5555,0,0,7207769.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4635,544.3266907,10.458663,0,0,0,0,0,0,0,0,0,1830471.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3779490.448,0,0,0,0,0,0,0,0,0,0,0
4636,493.2577057,9.07572885,0,0,0,0,0,0,0,0,0,2060167.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1122442.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4637,483.2738419,7.11388305,0,0,0,0,0,0,0,0,0,2266729.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439612.5505,0,0,0,0,0,0,0,0,0,0,0
4638,473.2896423,13.73233267,0,0,0,0,0,0,0,0,0,1095902.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732640.1062,4696694.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4639,514.3539429,12.710813,0,0,0,0,0,0,0,0,0,1757789.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4640,455.3157654,8.1640269,0,0,0,0,0,0,0,0,0,2836170.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4641,539.2996674,6.77161835,0,0,0,0,0,0,0,0,0,1850809.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611942.8206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4642,497.2896576,4.7474282,0,0,0,0,0,0,0,0,0,2.18E+07,0,0,0,0,0,0,0,0,0,0,1113832.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4643,520.3637848,10.1797725,0,0,0,0,0,0,0,0,0,1651054.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438534.0259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4644,441.0399424,2.7089273,0,0,0,0,0,0,0,0,0,1558027.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9187955.999,3811970.34,0,5267815.237,0,0,0,0,3488571.473,1654212.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4645,711.2641602,2.8705881,0,0,0,0,0,0,0,0,0,1032989.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4646,317.0654633,1.072463682,0,0,0,0,0,0,0,0,0,1360755.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626438.7353,0,0,0,0,4.18E+07,0,0,0,0,0,0,0,770184.5911,1911902.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4647,365.0681,2.9353953,0,0,0,0,0,0,0,0,0,970849.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4648,433.0911064,1.435092275,0,0,0,0,0,0,0,0,0,927812.8475,0,0,0,0,0,0,0,0,0,0,427969.4443,0,0,0,0,0,0,0,0,0,0,274010.1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333849.5149,0,0,0,0,0,0,0,0,0
4649,639.3878174,12.675922,0,0,0,0,0,0,0,0,0,4041890.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4650,497.2895457,3.0845081,0,0,0,0,0,0,0,0,0,7647415.51,0,0,0,0,0,1.23E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5015341.906,0,0,0,0,0,0,0,0,0,0,0
4651,528.3321228,3.1411024,0,0,0,0,0,0,0,0,0,878446.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4652,509.1452637,2.599462925,0,0,0,0,0,0,0,0,0,554855.8172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806997.0039,0,0,0,0,0,0,1026959.664,785850.5982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4653,357.1326599,9.8227601,0,0,0,0,0,0,0,0,0,1144753.636,0,0,0,0,0,0,0,0,0,268505.7103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4654,560.3223877,3.3752027,0,0,0,0,0,0,0,0,0,4372290.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4655,493.258255,4.010252,0,0,0,0,0,2336643.321,0,0,0,4264559.345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4656,514.3535309,11.1662835,0,0,0,0,0,0,0,0,0,4399484.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335841.3796,0,0,0,0,0,0,0
4657,489.3943176,14.10711133,0,0,0,0,0,0,0,0,0,6898326.191,0,0,0,0,5696993.868,0,0,0,0,1490405.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8137016.329,0,7288952.288,0,0,0,0,0,2378890.349,0,0,0
4658,495.2738457,3.589636312,0,0,0,182192.638,0,1.64E+07,0,0,0,2.82E+07,0,0,0,0,0,0,0,0,0,0,7025547.647,0,0,0,0,0,0,0,0,0,0,0,0,0,432858.886,0,0,0,0,0,0,180963.2013,0,0,1.23E+07,0,0,0,0,0,0,0,0,0,525344.4414,0
4659,645.1170654,4.4560802,0,0,0,0,0,0,0,0,0,936130.8307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4660,548.3209381,3.9377905,0,0,0,0,0,0,0,0,0,1.95E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2387196.959,0,0,0,0,0,0,0,0,0,0,0
4661,447.2890778,9.2460578,0,0,0,0,0,0,0,0,0,6363994.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420171.407,0,0,0,0,0,0,0
4662,521.2637329,11.581935,0,0,0,0,0,0,0,0,0,986618.1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4663,557.1440763,1.559209427,0,0,0,0,0,0,0,0,0,1024999.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4411532.083,0,4873562.244,687699.9159,0,0,0,0,198315.1255,358828.6864,171811.215,0,0,0,255392.6186,0,1823627.615,6271287.743,750851.1134,0,0,0,0,0,0,0,0
4664,523.3069458,9.6860024,0,0,0,0,0,0,0,0,0,871587.6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4665,537.2839966,9.4893411,0,0,0,0,0,0,0,0,0,2076524.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4666,499.3050435,11.03201667,0,0,0,0,0,0,0,0,0,396279.3963,0,0,0,0,0,0,0,0,0,0,159482.9598,0,0,0,0,0,0,0,0,0,0,0,725690.5531,0,0,0,0,0,0,0,3.55E+07,3685717.883,0,0,0,0,2025452.404,0,0,0,0,0,0,0,0,0
4667,493.2590332,5.346795,0,0,0,0,0,0,0,0,0,1046315.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4668,534.378952,10.3509155,0,0,0,0,0,959859.1409,0,0,0,1392492.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4669,528.2976227,3.76242535,0,0,0,0,0,0,0,0,0,1602720.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352916.0576,0,0,0,0,0,0,0,0,0,0,0,0,0
4670,447.2889404,10.2364755,0,0,0,0,0,0,0,0,0,7621911.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1453062.832,0,0,0,0,0,0,0
4671,532.3268433,10.37796,0,0,0,0,0,0,0,0,0,855927.3544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4672,645.2663879,3.7648334,0,0,0,0,0,0,0,0,0,363313.9126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4673,680.3294601,6.46334735,0,0,0,0,0,0,0,0,0,1021168.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2627015.489,692036.7691,0,0,0,0,5563602.84,0,0,0,0,0,0,0,0,0
4674,560.3582458,9.0770801,0,0,0,0,0,0,0,0,0,1164094.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4675,325.1063436,3.990490033,0,0,0,0,0,0,0,0,0,879926.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609352.5655,0,0,215470.1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676,514.3543396,12.442489,0,0,0,0,0,0,0,0,0,1279266.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4677,521.2880402,11.040418,0,0,0,0,0,0,0,0,0,552646.7865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035622.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4678,384.0655238,2.715250517,0,0,0,0,0,0,0,0,0,649746.2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1931979.311,0,0,0,0,0,305824.79,795426.5614,0,1347455.312,0,0,0,0,858058.2877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4679,498.3581543,9.2492352,0,0,0,0,0,0,0,0,0,1549220.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4680,483.3100194,12.00419,0,0,0,0,0,0,0,0,0,2748450.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820642.4586,2976385.653,0,0,0,0,0,0,0,1.72E+07,2667067.871,0,0,0,0,587785.5914,0,0,0,0,0,0,0,0,1114010.113
4681,507.3098755,12.645183,0,0,0,0,0,0,0,0,0,2669070.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682,497.2891541,7.8623294,0,0,0,0,0,0,0,0,0,1018475.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4683,429.2631531,5.10738025,0,0,0,0,0,0,0,0,0,969194.1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172852.1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4684,836.5665283,13.96376133,0,0,0,0,0,0,0,0,0,6200705.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13E+07,4.67E+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4685,408.3080851,12.92215717,0,0,0,0,0,0,0,0,0,1611713.958,504717.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021475.273,0,0,2234756.574,0,0,0,0,0,0,0,2384821.558,0,0,0,0,0,0,181949.3711,0,0,0,0,0,0
4686,634.4309082,12.675922,0,0,0,0,0,0,0,0,0,1677115.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4687,569.2740479,4.85079,0,0,0,0,0,0,0,0,0,1370749.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4688,517.3447571,3.310011,0,0,0,0,0,0,0,0,0,1867429.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4689,312.180603,2.3047628,0,0,0,0,0,0,0,0,0,545985.4106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4690,922.578125,5.1143051,0,0,0,0,0,0,0,0,0,1170343.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4691,465.2635345,6.253724233,0,0,0,0,0,0,0,0,0,802761.9504,0,0,0,0,0,0,0,0,0,0,174553.7509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2902806.565,0,0,0,0,0,0,0
